Alias,Grado
941,1
3020,1
6602,1
7446,1
7753,1
14249,1
15464,1
10514,1
3787,1
4121,1
9463,1
9090,1
16004,1
13890,1
16869,1
10194,1
11720,1
16816,1
4973,1
12823,1
4849,1
2588,1
6371,1
7862,1
8774,1
13947,1
15073,1
17085,1
12688,1
13907,1
9949,1
1118,1
13926,1
4569,1
12480,1
13589,1
14311,1
216,1
434,1
10405,1
13440,1
13676,1
13845,1
8015,1
6642,1
7381,1
17067,1
6615,1
5075,1
3809,1
11393,1
13584,1
66,1
3061,1
9867,1
15115,1
15776,1
8847,1
4597,1
7143,1
14297,1
14550,1
9148,1
4752,1
15554,1
2942,1
7694,1
12787,1
7914,1
11154,1
6274,1
5920,1
5058,1
11875,1
12386,1
2345,1
899,1
6578,1
1498,1
2999,1
6451,1
12750,1
11927,1
10633,1
112,1
11701,1
736,1
1751,1
4657,1
5312,1
7187,1
7246,1
16217,1
2169,1
15666,1
2773,1
3183,1
12308,1
13268,1
16690,1
2774,1
12177,1
12320,1
6402,1
5943,1
1515,1
2226,1
6027,1
5191,1
7501,1
7547,1
7811,1
3659,1
1553,1
4519,1
10555,1
13412,1
4408,1
14927,1
1811,1
3812,1
3952,1
12222,1
12632,1
13550,1
1463,1
2301,1
16092,1
13552,1
12092,1
11488,1
14284,1
1452,1
9053,1
13691,1
3688,1
14818,1
5219,1
5732,1
14696,1
735,1
8426,1
15385,1
2462,1
3600,1
3950,1
5181,1
16134,1
12178,1
10428,1
15508,1
6035,1
858,1
13964,1
5873,1
8838,1
10858,1
11283,1
15145,1
3665,1
5065,1
9672,1
13438,1
10357,1
16880,1
13185,1
233,1
2474,1
2684,1
7402,1
1353,1
14016,1
4486,1
12163,1
2383,1
2761,1
12338,1
10340,1
12519,1
10724,1
10249,1
7383,1
2160,1
16895,1
9091,1
9651,1
13929,1
16819,1
8024,1
1186,1
10143,1
7656,1
15015,1
15076,1
6533,1
16021,1
8830,1
2350,1
9802,1
14483,1
15260,1
16838,1
8658,1
3490,1
3752,1
16789,1
16525,1
12636,1
14915,1
311,1
1912,1
1935,1
9125,1
4218,1
5586,1
16639,1
5898,1
17313,1
13501,1
16677,1
14230,1
9218,1
8398,1
8467,1
3051,1
10235,1
8350,1
15955,1
1321,1
6235,1
4143,1
12464,1
14614,1
3058,1
3871,1
11986,1
7798,1
14658,1
2210,1
3247,1
3259,1
704,1
15732,1
9920,1
566,1
15033,1
993,1
1112,1
1870,1
6026,1
10953,1
3875,1
11725,1
13854,1
672,1
8116,1
6594,1
14886,1
10742,1
11694,1
17060,1
8077,1
2663,1
1318,1
3026,1
7624,1
6793,1
10570,1
16782,1
15989,1
7683,1
2881,1
4025,1
16504,1
14688,1
2661,1
4779,1
6815,1
11365,1
17256,1
2170,1
8567,1
16023,1
8135,1
16603,1
11330,1
5955,1
4357,1
8936,1
14678,1
14884,1
15120,1
998,1
1342,1
5646,1
12065,1
10700,1
15371,1
12137,1
14293,1
6735,1
12160,1
10558,1
1332,1
2378,1
3209,1
1535,1
13198,1
12810,1
14002,1
1972,1
8584,1
9940,1
10412,1
6372,1
3879,1
9369,1
13972,1
16415,1
4686,1
8928,1
9451,1
16348,1
1592,1
9227,1
8962,1
12356,1
4899,1
14196,1
15916,1
208,1
3351,1
6593,1
9170,1
11208,1
13103,1
15411,1
12923,1
8819,1
4594,1
6347,1
14414,1
15137,1
1929,1
4528,1
2973,1
15364,1
3526,1
904,1
9194,1
15254,1
11128,1
9986,1
887,1
4703,1
15070,1
155,1
15190,1
4174,1
9720,1
6285,1
9084,1
14171,1
881,1
1478,1
2035,1
7345,1
30,1
7059,1
8540,1
8850,1
7380,1
14465,1
156,1
209,1
1977,1
6892,1
116,1
2382,1
5253,1
15625,1
6192,1
6789,1
8534,1
13052,1
2736,1
5767,1
13711,1
14401,1
3713,1
10481,1
8644,1
3048,1
6018,1
10693,1
11534,1
4253,1
12202,1
14227,1
7528,1
9352,1
14124,1
9759,1
8872,1
639,1
6737,1
5417,1
9523,1
5719,1
2090,1
6269,1
17047,1
13808,1
4330,1
16579,1
955,1
7040,1
10992,1
13414,1
213,1
1808,1
2034,1
6361,1
9069,1
247,1
14838,1
15541,1
13319,1
4725,1
12169,1
12789,1
13785,1
14776,1
7889,1
1105,1
11631,1
8453,1
9388,1
4813,1
9642,1
1012,1
15523,1
14165,1
15885,1
991,1
9271,1
16381,1
11646,1
10509,1
8481,1
9588,1
8572,1
12987,1
7934,1
10170,1
14676,1
6702,1
2167,1
4602,1
11497,1
11100,1
6196,1
15632,1
11285,1
12168,1
2627,1
5900,1
7644,1
9101,1
10009,1
12256,1
16904,1
16732,1
10985,1
3672,1
2686,1
9574,1
10806,1
6553,1
13218,1
15681,1
2318,1
4745,1
11801,1
10188,1
10736,1
16648,1
5051,1
8802,1
11627,1
11541,1
11853,1
15610,1
7460,1
823,1
1520,1
2617,1
6817,1
11158,1
5774,1
8105,1
15310,1
11445,1
3041,1
7193,1
13082,1
14262,1
909,1
1492,1
3748,1
5194,1
4319,1
4269,1
2673,1
12434,1
7575,1
9265,1
11352,1
2419,1
2751,1
9004,1
5672,1
7377,1
801,1
8986,1
912,1
2905,1
13999,1
14559,1
7177,1
3658,1
14654,1
8700,1
14344,1
5506,1
17074,1
1588,1
258,1
782,1
10898,1
11743,1
13096,1
15221,1
16068,1
14024,1
7258,1
13533,1
2978,1
16806,1
4764,1
8878,1
10995,1
11032,1
15822,1
982,1
7681,1
10191,1
5739,1
4623,1
7358,1
2253,1
2636,1
14399,1
7307,1
7137,1
11622,1
1572,1
3159,1
12265,1
13800,1
15598,1
1736,1
13645,1
3629,1
15347,1
15630,1
10658,1
14662,1
2332,1
4666,1
6555,1
8649,1
14543,1
16407,1
17101,1
16998,1
17184,1
1176,1
4365,1
7236,1
12607,1
15119,1
10226,1
13090,1
5759,1
7553,1
8259,1
14229,1
1991,1
8271,1
16698,1
9054,1
9658,1
17032,1
2849,1
11440,1
1271,1
824,1
4041,1
11182,1
12381,1
15939,1
8366,1
8643,1
16283,1
7718,1
13012,1
5084,1
11762,1
917,1
13086,1
6461,1
2682,1
3148,1
10888,1
11277,1
9402,1
15877,1
7770,1
265,1
9495,1
7295,1
12279,1
2131,1
3865,1
17280,1
1226,1
11620,1
2988,1
8246,1
14689,1
15833,1
7802,1
2785,1
13300,1
4586,1
5080,1
13811,1
7803,1
10855,1
16295,1
12677,1
16815,1
3143,1
8080,1
240,1
8589,1
662,1
9245,1
14862,1
16779,1
5297,1
7183,1
8510,1
13075,1
15868,1
6182,1
7911,1
10551,1
12054,1
2743,1
8707,1
499,1
731,1
2866,1
13863,1
5750,1
10450,1
17116,1
9498,1
11910,1
58,1
4851,1
5324,1
7275,1
244,1
9553,1
4487,1
3989,1
4136,1
7834,1
12552,1
896,1
12481,1
2602,1
5222,1
12063,1
3283,1
12988,1
3302,1
6740,1
5438,1
15226,1
649,1
3506,1
9274,1
7818,1
11213,1
12020,1
14875,1
285,1
16999,1
10156,1
3827,1
13817,1
14021,1
10685,1
15796,1
4699,1
9742,1
14647,1
8670,1
15060,1
1563,1
3794,1
13474,1
4978,1
6450,1
11073,1
11241,1
2122,1
1405,1
15596,1
7577,1
3844,1
12551,1
14538,1
6104,1
7491,1
8365,1
11315,1
11940,1
409,1
3922,1
6421,1
15187,1
307,1
1661,1
15622,1
9597,1
17132,1
2920,1
3387,1
8727,1
12379,1
947,1
5668,1
15770,1
8292,1
10425,1
12442,1
15036,1
5098,1
14389,1
11425,1
13209,1
4957,1
4584,1
12983,1
8403,1
16318,1
16461,1
7310,1
11711,1
3040,1
12274,1
17183,1
2095,1
10316,1
10571,1
17135,1
469,1
1608,1
15777,1
10841,1
560,1
9205,1
7647,1
10281,1
11246,1
6000,1
10955,1
14942,1
14400,1
15474,1
821,1
13432,1
11486,1
7979,1
12140,1
3996,1
6766,1
989,1
11952,1
4423,1
11473,1
5660,1
5964,1
10771,1
7887,1
3770,1
8347,1
15059,1
16302,1
849,1
2231,1
9060,1
8057,1
9850,1
8033,1
8513,1
16635,1
4013,1
4455,1
5953,1
6424,1
11230,1
12498,1
15752,1
2911,1
16249,1
6024,1
4014,1
7516,1
8454,1
12833,1
11979,1
4722,1
4734,1
613,1
6019,1
7975,1
2425,1
3561,1
2104,1
8108,1
4119,1
14086,1
15870,1
2550,1
16262,1
1958,1
13742,1
12611,1
13719,1
8114,1
10490,1
11669,1
4462,1
6762,1
16991,1
15211,1
11138,1
15368,1
9149,1
5050,1
7765,1
10491,1
4559,1
5535,1
12742,1
9804,1
9118,1
8845,1
9619,1
2824,1
235,1
16580,1
4116,1
8545,1
14978,1
1141,1
5538,1
6816,1
12915,1
15233,1
8608,1
5560,1
1363,1
12619,1
12704,1
16111,1
498,1
11582,1
1862,1
1074,1
11017,1
10669,1
79,1
3830,1
3956,1
2631,1
1868,1
4289,1
4737,1
12887,1
15594,1
15848,1
1331,1
9666,1
15092,1
15203,1
15668,1
1225,1
2971,1
4691,1
7096,1
11322,1
12508,1
12578,1
5818,1
15372,1
15857,1
2825,1
7662,1
9532,1
15246,1
11313,1
16035,1
4015,1
15940,1
10889,1
10921,1
17304,1
1562,1
4011,1
15550,1
7772,1
12123,1
13948,1
13739,1
9801,1
13109,1
17205,1
11189,1
4640,1
17285,1
1149,1
5697,1
11002,1
6500,1
5397,1
12505,1
7171,1
8008,1
16208,1
16705,1
9269,1
9908,1
9470,1
13390,1
5861,1
15569,1
3911,1
115,1
710,1
2330,1
12281,1
13975,1
9512,1
10502,1
13628,1
841,1
13142,1
15683,1
7063,1
15484,1
9987,1
6715,1
232,1
16182,1
13613,1
5225,1
14458,1
16906,1
10295,1
372,1
14814,1
10899,1
4631,1
12881,1
14960,1
14629,1
16790,1
3272,1
11471,1
4180,1
4879,1
8881,1
4240,1
11004,1
7573,1
5991,1
13551,1
278,1
3406,1
4430,1
4921,1
7966,1
8763,1
14943,1
9992,1
1206,1
16632,1
16808,1
8771,1
4071,1
8591,1
15061,1
11131,1
348,1
2270,1
1988,1
14009,1
920,1
13029,1
10916,1
11972,1
12548,1
15447,1
2501,1
11300,1
1291,1
1021,1
9319,1
16276,1
5166,1
14163,1
15766,1
16630,1
11679,1
3655,1
2380,1
1519,1
9808,1
8633,1
12735,1
16120,1
5708,1
9152,1
15957,1
6418,1
9590,1
9559,1
1973,1
12614,1
1904,1
6116,1
8134,1
5498,1
2037,1
1440,1
13035,1
16322,1
963,1
5250,1
7583,1
9153,1
3566,1
7637,1
2719,1
9692,1
10013,1
1686,1
12642,1
13392,1
14239,1
12213,1
5178,1
6962,1
9046,1
12752,1
14374,1
14788,1
4390,1
7529,1
9816,1
15116,1
15355,1
5754,1
6244,1
14152,1
2784,1
224,1
565,1
6335,1
16973,1
13009,1
1734,1
6648,1
2348,1
4433,1
5474,1
13481,1
17171,1
14926,1
9247,1
14422,1
7859,1
14096,1
14210,1
9480,1
13150,1
13251,1
16653,1
13333,1
12765,1
14393,1
3425,1
9044,1
4147,1
7196,1
5566,1
8391,1
10004,1
11937,1
3741,1
15761,1
13401,1
1805,1
8034,1
124,1
2193,1
10214,1
10048,1
14823,1
7943,1
5402,1
14640,1
2195,1
3898,1
4074,1
15425,1
9340,1
11391,1
11999,1
8770,1
6204,1
15631,1
15700,1
176,1
13609,1
13967,1
10626,1
12285,1
872,1
4277,1
4763,1
11772,1
572,1
2790,1
11333,1
17270,1
12296,1
10038,1
11985,1
609,1
11806,1
1400,1
14482,1
13010,1
14973,1
14412,1
15141,1
13866,1
16812,1
12537,1
12358,1
480,1
7938,1
13940,1
6349,1
8081,1
9072,1
1465,1
12206,1
1244,1
16467,1
575,1
8205,1
7749,1
5921,1
11326,1
1207,1
13950,1
1817,1
3405,1
381,1
14342,1
10268,1
3453,1
4965,1
10689,1
425,1
10242,1
11890,1
15175,1
17242,1
4244,1
17139,1
6469,1
8149,1
699,1
14525,1
13790,1
15748,1
11784,1
9262,1
15856,1
16416,1
1218,1
6917,1
6549,1
9603,1
960,1
148,1
9025,1
9769,1
11923,1
14830,1
1204,1
1305,1
2789,1
2097,1
721,1
6343,1
2154,1
16091,1
2452,1
1490,1
7699,1
4771,1
17312,1
9173,1
13466,1
2468,1
14201,1
11533,1
3650,1
5019,1
13080,1
13841,1
3410,1
8211,1
8731,1
10379,1
7116,1
10256,1
4877,1
2654,1
4045,1
6033,1
11116,1
1627,1
12211,1
1130,1
10489,1
474,1
14281,1
8047,1
14433,1
8248,1
14141,1
640,1
12533,1
7566,1
16417,1
2356,1
13121,1
6676,1
6720,1
13125,1
13798,1
397,1
6437,1
7709,1
14569,1
671,1
10850,1
2948,1
14820,1
252,1
3153,1
15602,1
13490,1
12,1
4574,1
13143,1
9690,1
11455,1
10000,1
9916,1
7895,1
7734,1
10307,1
14793,1
14882,1
5783,1
10624,1
2486,1
2113,1
14866,1
14268,1
10932,1
13355,1
16470,1
16726,1
2112,1
13983,1
13348,1
7642,1
16356,1
6625,1
10042,1
5258,1
2677,1
1528,1
2591,1
12521,1
14553,1
11362,1
14326,1
8209,1
3419,1
1044,1
7725,1
1229,1
13410,1
2168,1
3760,1
6147,1
11412,1
4406,1
6127,1
7306,1
7794,1
16722,1
5197,1
5758,1
11200,1
13479,1
16522,1
2184,1
14104,1
542,1
9688,1
11174,1
10824,1
15781,1
3647,1
9233,1
5612,1
12617,1
15820,1
3837,1
5271,1
6502,1
4619,1
700,1
4227,1
5927,1
7366,1
5958,1
14508,1
15997,1
905,1
4297,1
8902,1
11284,1
7900,1
3918,1
6688,1
7133,1
424,1
16682,1
15966,1
11568,1
13882,1
4163,1
15662,1
8142,1
16977,1
15641,1
7349,1
15728,1
9799,1
926,1
3086,1
10946,1
11987,1
14877,1
8339,1
4188,1
3626,1
11823,1
5231,1
16453,1
7281,1
8875,1
339,1
15711,1
5314,1
6608,1
9545,1
12183,1
14164,1
12094,1
9781,1
7758,1
11724,1
7030,1
9543,1
14727,1
6899,1
6298,1
452,1
684,1
1484,1
7010,1
15519,1
606,1
1340,1
8939,1
4454,1
4421,1
15743,1
16941,1
10547,1
3070,1
2494,1
15742,1
5631,1
12117,1
8287,1
14668,1
10273,1
7413,1
8907,1
7980,1
4457,1
9185,1
14115,1
2611,1
13734,1
8656,1
9812,1
8489,1
16359,1
3365,1
7357,1
653,1
15198,1
2605,1
5540,1
11022,1
13959,1
1161,1
3459,1
5399,1
6548,1
3003,1
1873,1
5664,1
7684,1
9362,1
11066,1
9161,1
7043,1
3009,1
8438,1
11758,1
4493,1
6427,1
5596,1
8960,1
10735,1
1564,1
13803,1
4018,1
16542,1
7921,1
7520,1
14138,1
12726,1
15849,1
7385,1
1525,1
3035,1
10472,1
11297,1
5966,1
2815,1
8405,1
11480,1
2376,1
2116,1
12293,1
7017,1
16045,1
6094,1
6591,1
7891,1
9581,1
1267,1
12231,1
9623,1
14130,1
150,1
4506,1
11068,1
129,1
10980,1
2262,1
4175,1
5148,1
11376,1
11573,1
5301,1
6474,1
1957,1
9853,1
11225,1
1908,1
2294,1
3241,1
994,1
368,1
9650,1
8950,1
6455,1
8448,1
10743,1
7192,1
12130,1
9371,1
6748,1
340,1
2517,1
643,1
3129,1
4170,1
16523,1
14921,1
11057,1
15407,1
16708,1
4635,1
15426,1
15723,1
8091,1
11513,1
10553,1
6058,1
8215,1
9528,1
12192,1
10503,1
5400,1
16713,1
7924,1
6473,1
3547,1
16859,1
7102,1
7630,1
8823,1
76,1
16987,1
16848,1
1004,1
5057,1
15746,1
7999,1
14397,1
11239,1
14202,1
14622,1
6266,1
10400,1
14808,1
512,1
14383,1
15716,1
2826,1
14289,1
12373,1
12700,1
9490,1
11147,1
12450,1
1865,1
7745,1
14795,1
893,1
1325,1
14259,1
11487,1
11998,1
1084,1
7299,1
8157,1
13892,1
16413,1
16520,1
3833,1
12393,1
12927,1
10887,1
14153,1
15829,1
14114,1
5678,1
10324,1
2543,1
3946,1
7151,1
17052,1
5936,1
4204,1
15574,1
15695,1
8775,1
16216,1
8506,1
12067,1
13291,1
12042,1
16832,1
5175,1
7767,1
10075,1
14176,1
3105,1
13730,1
7374,1
12487,1
6270,1
5177,1
15093,1
7611,1
1472,1
13131,1
8512,1
8048,1
2341,1
4331,1
7370,1
11690,1
1774,1
1920,1
2622,1
1782,1
7139,1
2720,1
1924,1
14507,1
6551,1
13910,1
8314,1
13170,1
14901,1
14817,1
16190,1
8490,1
12403,1
16849,1
11994,1
843,1
7163,1
4916,1
8955,1
2409,1
2071,1
10171,1
13695,1
9551,1
16094,1
10433,1
8018,1
8874,1
12115,1
2316,1
7172,1
9487,1
16239,1
14841,1
9983,1
15590,1
16034,1
16480,1
618,1
1982,1
10988,1
9314,1
7430,1
5679,1
8768,1
9474,1
5183,1
5744,1
9181,1
16933,1
1068,1
1365,1
1416,1
13420,1
4644,1
14684,1
9575,1
4452,1
2678,1
3788,1
7594,1
13483,1
10869,1
14570,1
15197,1
9670,1
9734,1
16768,1
4317,1
16839,1
12195,1
15971,1
7471,1
14858,1
11553,1
106,1
9304,1
13272,1
1281,1
8509,1
9751,1
15873,1
1314,1
5264,1
4587,1
14232,1
8678,1
3678,1
9446,1
3444,1
1719,1
4494,1
5378,1
2703,1
13016,1
1410,1
925,1
17114,1
12357,1
3756,1
2780,1
5319,1
7398,1
16476,1
323,1
466,1
16100,1
17042,1
13018,1
9943,1
5440,1
15017,1
4902,1
6482,1
16858,1
5794,1
15975,1
16619,1
8563,1
7515,1
1583,1
14120,1
8038,1
14584,1
13984,1
14618,1
7982,1
8277,1
3414,1
13101,1
10997,1
3287,1
1419,1
8354,1
11258,1
16659,1
8536,1
15493,1
5525,1
6367,1
12950,1
1950,1
2295,1
11431,1
11685,1
4367,1
5520,1
2765,1
7893,1
44,1
7700,1
13539,1
11295,1
1263,1
11909,1
13138,1
14912,1
9169,1
13371,1
2569,1
8976,1
14612,1
15155,1
5849,1
16776,1
14748,1
569,1
3689,1
5702,1
2725,1
870,1
185,1
11427,1
5286,1
656,1
9276,1
7513,1
14673,1
15360,1
16811,1
6706,1
5083,1
11527,1
15623,1
17123,1
14905,1
8066,1
3508,1
16572,1
4780,1
8979,1
16255,1
4022,1
1999,1
2693,1
7164,1
13724,1
13981,1
14235,1
6847,1
16940,1
4714,1
4010,1
10406,1
214,1
7138,1
8764,1
9502,1
2146,1
8511,1
11192,1
10339,1
10104,1
5048,1
7334,1
4422,1
15521,1
12793,1
7680,1
10064,1
8758,1
4306,1
1555,1
12089,1
13292,1
3808,1
1511,1
5386,1
5913,1
7338,1
17272,1
2892,1
4028,1
15612,1
8787,1
13829,1
12951,1
16007,1
2520,1
13147,1
15928,1
10513,1
11968,1
14690,1
15001,1
6613,1
7044,1
7323,1
9708,1
9735,1
18,1
15808,1
16607,1
1306,1
16247,1
2188,1
10986,1
11098,1
12200,1
13566,1
13159,1
10757,1
16846,1
5464,1
7115,1
9210,1
8748,1
9787,1
9018,1
9414,1
9944,1
5448,1
16758,1
17291,1
3218,1
15468,1
626,1
2029,1
7289,1
7632,1
14140,1
7496,1
5052,1
5526,1
5985,1
7913,1
8833,1
11554,1
1111,1
471,1
15543,1
4340,1
4710,1
7646,1
12947,1
13274,1
11493,1
457,1
4384,1
165,1
13323,1
14322,1
3816,1
14495,1
536,1
13912,1
2230,1
13895,1
2943,1
1642,1
4796,1
12399,1
9514,1
5594,1
7728,1
8410,1
12443,1
14475,1
1031,1
10272,1
4596,1
6180,1
7579,1
11612,1
6466,1
12938,1
869,1
9822,1
10301,1
16702,1
4953,1
14367,1
14357,1
15134,1
15932,1
16176,1
11706,1
11577,1
13512,1
11164,1
7204,1
4219,1
8364,1
3588,1
6283,1
9860,1
7672,1
8035,1
12187,1
14887,1
14557,1
6226,1
4225,1
2544,1
12433,1
14208,1
17041,1
1101,1
1649,1
695,1
4193,1
7442,1
10960,1
14220,1
8709,1
2422,1
3892,1
4361,1
6616,1
3883,1
2487,1
2986,1
350,1
8650,1
5257,1
14635,1
16161,1
4891,1
4956,1
14330,1
108,1
6832,1
7085,1
10380,1
2446,1
14166,1
1379,1
5016,1
8988,1
9893,1
5961,1
1814,1
14880,1
13782,1
15345,1
9354,1
2099,1
11044,1
5998,1
8431,1
7198,1
2478,1
931,1
15988,1
2863,1
8266,1
3798,1
13066,1
1672,1
11093,1
16205,1
12850,1
15739,1
15825,1
4633,1
8456,1
10184,1
10225,1
10796,1
12911,1
667,1
15562,1
14158,1
14606,1
3395,1
5311,1
13255,1
13899,1
14182,1
8861,1
5281,1
12223,1
6028,1
2263,1
2649,1
16315,1
3318,1
7756,1
8420,1
10939,1
7162,1
16246,1
17119,1
6130,1
10391,1
2074,1
15787,1
6666,1
7181,1
12631,1
1955,1
2405,1
2424,1
14697,1
12826,1
17026,1
2912,1
7097,1
11186,1
14802,1
17143,1
1701,1
13686,1
5364,1
1261,1
16633,1
5665,1
14263,1
8445,1
5662,1
4166,1
12866,1
8827,1
6099,1
2370,1
12658,1
3108,1
7898,1
7027,1
7407,1
7673,1
4141,1
439,1
7561,1
5376,1
5704,1
15959,1
2915,1
602,1
4861,1
12836,1
7502,1
9141,1
11252,1
9608,1
4431,1
17237,1
2779,1
3948,1
7086,1
6654,1
8306,1
4301,1
11913,1
13384,1
14337,1
15699,1
755,1
3735,1
7538,1
15053,1
15644,1
6536,1
12857,1
5105,1
16357,1
17030,1
403,1
4583,1
3134,1
4944,1
16531,1
8996,1
5372,1
12078,1
7396,1
5941,1
6279,1
2155,1
1345,1
3407,1
16485,1
8462,1
9506,1
1010,1
1939,1
2016,1
15929,1
1898,1
8773,1
9456,1
7297,1
15100,1
15942,1
749,1
13435,1
10929,1
12170,1
561,1
8791,1
10068,1
10593,1
2388,1
4951,1
6417,1
1389,1
5208,1
10105,1
12890,1
2807,1
3857,1
5632,1
5151,1
133,1
16496,1
13225,1
7881,1
8859,1
16051,1
15251,1
6074,1
3065,1
10377,1
1366,1
6510,1
15514,1
6200,1
9196,1
15670,1
15252,1
1869,1
3268,1
10802,1
2980,1
655,1
1616,1
10635,1
798,1
11433,1
10304,1
12709,1
7280,1
10508,1
10493,1
1436,1
2176,1
3072,1
9609,1
16112,1
1135,1
1417,1
10788,1
13458,1
5511,1
91,1
14320,1
14674,1
16264,1
14387,1
14741,1
8217,1
2655,1
16229,1
11026,1
4036,1
15783,1
13069,1
14190,1
17095,1
1567,1
4873,1
10258,1
3602,1
12428,1
3854,1
341,1
5487,1
6020,1
5134,1
8144,1
1172,1
8954,1
11844,1
1448,1
7849,1
9320,1
12603,1
14509,1
4743,1
1516,1
16309,1
2555,1
929,1
7713,1
14876,1
14556,1
770,1
5534,1
4516,1
1777,1
2403,1
13547,1
13374,1
17209,1
12806,1
3746,1
12121,1
7252,1
15775,1
15804,1
3332,1
8630,1
9397,1
10342,1
6102,1
6947,1
16299,1
1294,1
1792,1
14714,1
557,1
4678,1
5772,1
10469,1
9607,1
11450,1
4110,1
345,1
6746,1
8098,1
864,1
14979,1
9156,1
13849,1
4026,1
13758,1
59,1
13502,1
17201,1
4020,1
930,1
5331,1
8303,1
17226,1
4833,1
16981,1
3551,1
10348,1
2647,1
6096,1
11566,1
6617,1
3664,1
17122,1
16099,1
2735,1
16678,1
494,1
6522,1
16370,1
1746,1
4417,1
7382,1
8101,1
16392,1
5209,1
8260,1
9022,1
11156,1
16336,1
2399,1
4217,1
5395,1
16364,1
7264,1
9296,1
4580,1
7128,1
8122,1
1700,1
11142,1
14043,1
16951,1
5110,1
5470,1
7004,1
8699,1
9434,1
11110,1
7022,1
9767,1
8840,1
3572,1
4830,1
15094,1
16218,1
7932,1
12431,1
14147,1
13331,1
2426,1
7278,1
7729,1
6,1
9133,1
15814,1
8788,1
12136,1
10729,1
449,1
5532,1
6151,1
6223,1
15616,1
15016,1
16660,1
6788,1
5658,1
1060,1
7877,1
8251,1
10346,1
7038,1
17038,1
15930,1
15377,1
13743,1
14997,1
15127,1
12819,1
5025,1
13247,1
4886,1
13879,1
1676,1
16805,1
9710,1
12164,1
14187,1
9931,1
11944,1
16548,1
16772,1
13720,1
15707,1
785,1
12801,1
11072,1
8466,1
9398,1
12751,1
10248,1
5067,1
3776,1
1348,1
6138,1
2860,1
8571,1
8879,1
10131,1
11898,1
4394,1
1732,1
3306,1
15336,1
775,1
10224,1
14521,1
12734,1
14234,1
7180,1
188,1
967,1
16343,1
168,1
15344,1
13186,1
11831,1
1787,1
2776,1
6100,1
15494,1
16286,1
2958,1
4508,1
7652,1
1749,1
14396,1
10749,1
8037,1
2019,1
13309,1
13510,1
2143,1
9034,1
5220,1
3432,1
2239,1
14810,1
14641,1
7312,1
12560,1
4888,1
17192,1
6337,1
2024,1
13417,1
8789,1
13305,1
974,1
5706,1
6442,1
10421,1
6726,1
3759,1
8723,1
3017,1
10943,1
578,1
14408,1
3029,1
13599,1
6129,1
9923,1
11976,1
14025,1
1011,1
10664,1
11611,1
12034,1
12079,1
3836,1
4316,1
13957,1
16105,1
6750,1
2303,1
6017,1
10900,1
4814,1
13831,1
799,1
9761,1
15547,1
1108,1
6577,1
8821,1
3863,1
9366,1
9472,1
13156,1
16350,1
693,1
1923,1
17020,1
15081,1
15329,1
6871,1
2921,1
7795,1
5465,1
11184,1
9019,1
15048,1
16156,1
17301,1
161,1
14760,1
7092,1
8636,1
11929,1
1688,1
1885,1
11893,1
4683,1
4481,1
16513,1
16892,1
6791,1
5455,1
8885,1
27,1
407,1
14480,1
4428,1
13277,1
14974,1
2666,1
6912,1
1762,1
12486,1
2455,1
4641,1
9842,1
13788,1
2481,1
10312,1
1803,1
10158,1
12875,1
2055,1
365,1
7667,1
546,1
7789,1
151,1
11269,1
5064,1
7156,1
9924,1
11021,1
16446,1
9657,1
14309,1
15830,1
5261,1
8030,1
13888,1
16792,1
3030,1
5260,1
10277,1
14049,1
11220,1
6898,1
840,1
1341,1
6253,1
12593,1
1349,1
4362,1
6687,1
3963,1
8147,1
11037,1
6584,1
14488,1
13050,1
12412,1
14427,1
16899,1
8167,1
5091,1
15846,1
4064,1
11496,1
12116,1
14720,1
15264,1
1557,1
2162,1
3349,1
12706,1
7362,1
14726,1
12616,1
5838,1
6411,1
9088,1
13242,1
12998,1
9471,1
2005,1
7066,1
9270,1
16609,1
4059,1
9715,1
10079,1
2232,1
16943,1
1753,1
6598,1
7991,1
6792,1
6073,1
2832,1
3498,1
4915,1
5738,1
7271,1
7544,1
13555,1
2275,1
2828,1
4570,1
5906,1
9349,1
13314,1
14768,1
15965,1
6388,1
9002,1
10643,1
14090,1
983,1
5851,1
6768,1
5354,1
11983,1
10741,1
16778,1
284,1
8191,1
11933,1
871,1
15714,1
4385,1
11617,1
11977,1
12808,1
13048,1
14426,1
16076,1
2906,1
10563,1
10819,1
15022,1
10418,1
12282,1
4790,1
6638,1
1089,1
17028,1
2398,1
14624,1
9976,1
12530,1
9618,1
1545,1
7283,1
11969,1
549,1
3565,1
4339,1
8352,1
9317,1
7752,1
2009,1
15578,1
5960,1
9134,1
9100,1
12009,1
12027,1
8457,1
11767,1
5031,1
7286,1
13666,1
2397,1
16376,1
2223,1
5502,1
8646,1
3023,1
8062,1
1979,1
2632,1
13313,1
15311,1
744,1
4231,1
6709,1
14161,1
607,1
3926,1
8496,1
14985,1
6627,1
12401,1
10470,1
10448,1
11896,1
7130,1
16308,1
5515,1
911,1
8530,1
2057,1
16879,1
16103,1
11730,1
12816,1
11089,1
8153,1
3584,1
2401,1
14255,1
12292,1
10137,1
8469,1
5112,1
1056,1
12943,1
2597,1
5119,1
2429,1
5508,1
6365,1
10878,1
2086,1
5970,1
8680,1
8694,1
8813,1
9950,1
13045,1
4670,1
322,1
12151,1
14547,1
1801,1
15567,1
1079,1
8585,1
13398,1
9264,1
11263,1
3024,1
8243,1
9770,1
